,PLACEKEY,PARENT_PLACEKEY,LOCATION_NAME,SAFEGRAPH_BRAND_IDS,BRANDS,STORE_ID,TOP_CATEGORY,SUB_CATEGORY,NAICS_CODE,LATITUDE,LONGITUDE,STREET_ADDRESS,CITY,REGION,POSTAL_CODE,ISO_COUNTRY_CODE,PHONE_NUMBER,OPEN_HOURS,CATEGORY_TAGS,OPENED_ON,CLOSED_ON,TRACKING_CLOSED_SINCE,GEOMETRY_TYPE,DOMAINS,WEBSITE
81,zzy-222@627-s4m-4jv,,Chipotle Mexican Grill,SG_BRAND_87bd111b6dd52ef32eaf3abf6d509065,Chipotle Mexican Grill,921.0,Restaurants and Other Eating Places,Limited-Service Restaurants,722513,40.80454,-73.966836,2843 Broadway,New York,NY,10025.0,US,12122221712.0,"{ ""Mon"": [[""10:45"", ""23:00""]], ""Tue"": [[""10:45"", ""23:00""]], ""Wed"": [[""10:45"", ""23:00""]], ""Thu"": [[""10:45"", ""23:00""]], ""Fri"": [[""10:45"", ""23:00""]], ""Sat"": [[""10:45"", ""23:00""]], ""Sun"": [[""10:45"", ""23:00""]] }","Catering,Counter Service,Dinner,Lunch,Mexican Food",,,2019-07,POLYGON,"[""chipotle.com""]",https://locations.chipotle.com/ny/new-york/2843-broadway
83,zzy-22g@627-s8q-zzz,,Grand Central Market,,,,Home Furnishings Stores,,4422,40.751658,-73.976152,109 E 42nd St,New York,NY,10017.0,US,16462134497.0,"{ ""Mon"": [[""8:00"", ""19:00""]], ""Tue"": [[""8:00"", ""19:00""]], ""Wed"": [[""8:00"", ""19:00""]], ""Thu"": [[""8:00"", ""19:00""]], ""Fri"": [[""8:00"", ""19:00""]], ""Sat"": [[""11:00"", ""17:00""]], ""Sun"": [[""11:00"", ""17:00""]] }",,,,2019-07,POLYGON,"[""grandcentralterminal.com"",""hyatt.com""]",http://www.grandcentralterminal.com/grand-central-market/
84,223-222@627-s8n-9zz,,Dunkin',SG_BRAND_9b4045db0fbb461cf9ed78916d9b16b4,Dunkin',349809.0,Restaurants and Other Eating Places,Snack and Nonalcoholic Beverage Bars,722515,40.766203,-73.955922,411 E 70th St,New York,NY,10021.0,US,16463681713.0,"{ ""Mon"": [[""4:30"", ""24:00""]], ""Tue"": [[""0:00"", ""24:00""]], ""Wed"": [[""0:00"", ""24:00""]], ""Thu"": [[""0:00"", ""24:00""]], ""Fri"": [[""0:00"", ""24:00""]], ""Sat"": [[""0:00"", ""24:00""]], ""Sun"": [[""0:00"", ""23:00""]] }","Coffee Shop,Counter Service,Dessert,Donut Shop,Snacks",,,2019-07,POLYGON,"[""dunkindonuts.com""]",https://locations.dunkindonuts.com/en/349809
85,223-222@627-s8r-6kz,,ICHIRAN Times Square,,,,Restaurants and Other Eating Places,Full-Service Restaurants,722511,40.760145,-73.983254,152 W 49th St,New York,NY,10019.0,US,16469644294.0,"{ ""Mon"": [[""11:30"", ""21:30""]], ""Tue"": [[""11:30"", ""21:30""]], ""Wed"": [[""11:30"", ""21:30""]], ""Thu"": [[""11:30"", ""21:30""]], ""Fri"": [[""11:30"", ""22:00""]], ""Sat"": [[""11:30"", ""22:00""]], ""Sun"": [[""11:30"", ""22:00""]] }","Dessert,Japanese Food,Noodles",,,2019-07,POLYGON,"[""ichiranusa.com"",""ichiran.com""]",https://www.ichiranusa.com/location/times-square/
91,229-222@627-s8h-wff,,Mari Vanna,,,,Restaurants and Other Eating Places,Full-Service Restaurants,722511,40.738892,-73.988517,41 E 20th St,New York,NY,10003.0,US,12127771955.0,"{ ""Mon"": [[""16:00"", ""24:00""]], ""Tue"": [[""16:00"", ""23:00""]], ""Wed"": [[""16:00"", ""23:00""]], ""Thu"": [[""16:00"", ""23:00""]], ""Fri"": [[""16:00"", ""24:00""]], ""Sat"": [[""12:00"", ""24:00""]], ""Sun"": [[""12:00"", ""23:00""]] }",Russian Food,,,2019-07,POLYGON,"[""marivanna.ru""]",
92,22b-222@627-wc7-m8v,,GunBae Tribeca,,,,Restaurants and Other Eating Places,Full-Service Restaurants,722511,40.714626,-74.010298,67 Murray St,New York,NY,10007.0,US,12123212500.0,"{ ""Mon"": [], ""Tue"": [[""12:00"", ""22:00""]], ""Wed"": [[""12:00"", ""22:00""]], ""Thu"": [[""12:00"", ""22:00""]], ""Fri"": [[""12:00"", ""22:00""]], ""Sat"": [[""12:00"", ""22:00""]], ""Sun"": [[""12:00"", ""20:00""]] }","BBQ and Southern Food,Karaoke,Korean Food,Late Night",,,2019-07,POLYGON,"[""gunbaetribeca.com""]",http://gunbaetribeca.com/
94,22f-222@627-s8q-sbk,22f-223@627-s8q-sbk,Monkey Bar,,,,Restaurants and Other Eating Places,Full-Service Restaurants,722511,40.759889,-73.973207,60 E 54th St,New York,NY,10022.0,US,12124040365.0,"{ ""Mon"": [[""11:45"", ""22:00""]], ""Tue"": [[""11:45"", ""22:30""]], ""Wed"": [[""11:45"", ""22:30""]], ""Thu"": [[""11:45"", ""22:30""]], ""Fri"": [[""11:45"", ""22:30""]], ""Sat"": [[""11:45"", ""22:30""]], ""Sun"": [[""11:45"", ""22:00""]] }","American Food,Bar or Pub,Dessert,Late Night",,,2019-07,POLYGON,"[""nycmonkeybar.com""]",http://www.nycmonkeybar.com
95,22p-222@627-s4m-vxq,,Eastside Health Food Store,,,,Grocery Stores,Supermarkets and Other Grocery (except Convenience) Stores,445110,40.778028,-73.954921,1498 3rd Ave,New York,NY,10028.0,US,12124399534.0,"{ ""Mon"": [[""9:00"", ""21:00""]], ""Tue"": [[""9:00"", ""21:00""]], ""Wed"": [[""9:00"", ""21:00""]], ""Thu"": [[""9:00"", ""20:00""]], ""Fri"": [[""9:00"", ""20:00""]], ""Sat"": [[""9:00"", ""20:00""]], ""Sun"": [[""9:00"", ""19:00""]] }",Gourmet,,,2019-07,POLYGON,"[""deandeluca.com""]",
96,22p-222@627-s8r-gp9,,McDonald's,SG_BRAND_5179b21fc1d50950b99b4eecaa48c614,McDonald's,7552.0,Restaurants and Other Eating Places,Limited-Service Restaurants,722513,40.756197,-73.97772,14 E 47th St,New York,NY,10017.0,US,16466492822.0,"{ ""Mon"": [[""0:00"", ""24:00""]], ""Tue"": [[""0:00"", ""24:00""]], ""Wed"": [[""0:00"", ""24:00""]], ""Thu"": [[""0:00"", ""24:00""]], ""Fri"": [[""0:00"", ""24:00""]], ""Sat"": [[""0:00"", ""24:00""]], ""Sun"": [[""0:00"", ""24:00""]] }","Breakfast,Burgers,Counter Service,Dinner,Fast Food,Lunch",,,2019-07,POLYGON,"[""mcdonalds.com""]",https://www.mcdonalds.com/us/en-us/location/7552.html
99,zzw-222@627-s4m-y7q,,Victoria's Secret,SG_BRAND_2c77e3e0de6e42e5335b61881aac36a3,Victoria's Secret,1255.0,Clothing Stores,Women's Clothing Stores,448120,40.779389,-73.954519,165 E 86th St,New York,NY,10028.0,US,16466729183.0,"{ ""Mon"": [[""10:00"", ""21:00""]], ""Tue"": [[""10:00"", ""21:00""]], ""Wed"": [[""10:00"", ""21:00""]], ""Thu"": [[""10:00"", ""21:00""]], ""Fri"": [[""10:00"", ""21:00""]], ""Sat"": [[""10:00"", ""21:00""]], ""Sun"": [[""11:00"", ""19:00""]] }","Accessories,Lingerie,Perfume,Sportswear,Swimwear",,,2019-07,POLYGON,"[""victoriassecret.com""]",https://www.victoriassecret.com/store-locator#store/1255
105,22v-222@627-s5w-x3q,,Taqueria Emilio,,,,Restaurants and Other Eating Places,Full-Service Restaurants,722511,40.866301,-73.919969,563 W 207th St,New York,NY,10034.0,US,16468761143.0,"{ ""Mon"": [[""10:00"", ""24:00""]], ""Tue"": [[""0:00"", ""1:00""], [""10:00"", ""24:00""]], ""Wed"": [[""0:00"", ""1:00""], [""10:00"", ""24:00""]], ""Thu"": [[""0:00"", ""1:00""], [""10:00"", ""24:00""]], ""Fri"": [[""0:00"", ""1:00""], [""10:00"", ""20:00""]], ""Sat"": [[""10:00"", ""20:00""]], ""Sun"": [[""10:00"", ""17:00""]] }",Mexican Food,,,2019-07,POLYGON,"[""taqueriaemilio.com""]",http://taqueriaemilio.com
110,zzw-224@627-wc7-qfz,,Orangetheory Fitness,SG_BRAND_80987f2551041e24748e1fd78c94adf1,Orangetheory Fitness,1056.0,Other Amusement and Recreation Industries,Fitness and Recreational Sports Centers,713940,40.729839,-73.99248,51 Astor Pl,New York,NY,10003.0,US,16463573057.0,"{ ""Mon"": [[""5:30"", ""19:45""]], ""Tue"": [[""5:30"", ""19:45""]], ""Wed"": [[""5:30"", ""19:45""]], ""Thu"": [[""5:30"", ""19:45""]], ""Fri"": [[""5:30"", ""19:45""]], ""Sat"": [[""8:00"", ""12:45""]], ""Sun"": [[""8:00"", ""12:45""]] }","Cardio Classes,Fitness Equipment,Health Coach,Interval Training",,,2019-07,POLYGON,"[""orangetheory.com"",""orangetheoryfitness.com""]",https://www.orangetheory.com/en-us/locations/new-york/new-york/51-astor-place
113,225-222@627-s8j-fs5,,Analogue,,,,Drinking Places (Alcoholic Beverages),Drinking Places (Alcoholic Beverages),722410,40.732925,-73.997409,19 W 8th St,New York,NY,10011.0,US,12124320200.0,"{ ""Mon"": [[""16:00"", ""24:00""]], ""Tue"": [[""16:00"", ""24:00""]], ""Wed"": [[""16:00"", ""24:00""]], ""Thu"": [[""16:00"", ""24:00""]], ""Fri"": [[""0:00"", ""1:00""], [""16:00"", ""24:00""]], ""Sat"": [[""0:00"", ""2:00""], [""15:00"", ""24:00""]], ""Sun"": [[""0:00"", ""2:00""], [""15:00"", ""24:00""]] }","Bar or Pub,Cocktail Lounge,Late Night",,,2019-07,POLYGON,"[""analoguenyc.com""]",http://analoguenyc.com
114,225-224@627-s8n-7dv,,Bagelworks,,,,Restaurants and Other Eating Places,Snack and Nonalcoholic Beverage Bars,722515,40.764389,-73.95879,1229 1st Ave,New York,NY,10065.0,US,12127446444.0,"{ ""Mon"": [[""6:00"", ""19:00""]], ""Tue"": [[""6:00"", ""19:00""]], ""Wed"": [[""6:00"", ""19:00""]], ""Thu"": [[""6:00"", ""19:00""]], ""Fri"": [[""6:00"", ""19:00""]], ""Sat"": [[""6:00"", ""19:00""]], ""Sun"": [[""6:00"", ""19:00""]] }",Bagel Shop,,,2019-07,POLYGON,"[""bagelboss.com"",""uppereastbagels.com""]",https://uppereastbagels.com
115,225-22c@627-s8k-26k,,Ground Central,,,,Book Stores and News Dealers,Book Stores,451211,40.75303,-73.989907,498 7th Ave,New York,NY,10018.0,US,16466827478.0,"{ ""Mon"": [[""7:00"", ""18:00""]], ""Tue"": [[""7:00"", ""18:00""]], ""Wed"": [[""7:00"", ""18:00""]], ""Thu"": [[""7:00"", ""18:00""]], ""Fri"": [[""7:00"", ""18:00""]], ""Sat"": [[""8:00"", ""16:00""]], ""Sun"": [[""8:00"", ""16:00""]] }","Books,Coffee Shop",,,2019-07,POLYGON,"[""groundcentral.com"",""ground-central.com""]",http://www.groundcentral.com
118,229-222@627-s8h-x3q,,Tavern29,,,,Restaurants and Other Eating Places,Full-Service Restaurants,722511,40.744277,-73.983959,47 E 29th St,New York,NY,10016.0,US,12126854422.0,"{ ""Mon"": [[""11:00"", ""24:00""]], ""Tue"": [[""11:00"", ""24:00""]], ""Wed"": [[""11:00"", ""24:00""]], ""Thu"": [[""11:00"", ""24:00""]], ""Fri"": [[""0:00"", ""2:00""], [""11:00"", ""24:00""]], ""Sat"": [[""0:00"", ""4:00""], [""11:00"", ""24:00""]], ""Sun"": [[""0:00"", ""4:00""], [""11:00"", ""24:00""]] }","Bar or Pub,Brunch,Late Night",,,2019-07,POLYGON,"[""tavern29.com""]",http://www.tavern29.com/
120,22j-222@627-wc2-389,,The UPS Store,SG_BRAND_d100d4d8528c773aac249aa76b9eed07,The UPS Store,5296.0,Couriers and Express Delivery Services,Couriers and Express Delivery Services,492110,40.705135,-74.009285,64 Beaver St,New York,NY,10004.0,US,12125147472.0,"{ ""Mon"": [[""8:00"", ""19:00""]], ""Tue"": [[""8:00"", ""19:00""]], ""Wed"": [[""8:00"", ""19:00""]], ""Thu"": [[""8:00"", ""19:00""]], ""Fri"": [[""8:00"", ""19:00""]], ""Sat"": [[""10:00"", ""17:00""]], ""Sun"": [[""11:00"", ""16:00""]] }","Copy Shop,Mail Boxes,Packing Services,Packing Supplies",2020-07,,2019-07,POLYGON,"[""theupsstore.com""]",https://locations.theupsstore.com/ny/new-york/64-beaver-st
122,22w-222@627-s8j-fs5,,Loring Place,,,,Restaurants and Other Eating Places,Full-Service Restaurants,722511,40.732991,-73.997584,21 W 8th St,New York,NY,10011.0,US,12123881831.0,"{ ""Mon"": [[""11:30"", ""14:30""], [""17:30"", ""21:15""]], ""Tue"": [[""11:30"", ""14:30""], [""17:30"", ""21:15""]], ""Wed"": [[""11:30"", ""14:30""], [""17:30"", ""21:15""]], ""Thu"": [[""11:30"", ""14:30""], [""17:30"", ""21:15""]], ""Fri"": [[""11:30"", ""14:30""], [""17:30"", ""22:00""]], ""Sat"": [[""11:00"", ""15:00""], [""17:30"", ""22:00""]], ""Sun"": [[""11:00"", ""15:00""], [""17:30"", ""20:30""]] }","Dessert,Pizza,Tapas",,,2019-07,POLYGON,"[""loringplacenyc.com""]",http://www.loringplacenyc.com
123,22w-222@627-s8j-m49,,Bubo,,,,Drinking Places (Alcoholic Beverages),Drinking Places (Alcoholic Beverages),722410,40.745967,-73.977502,515 3rd Ave,New York,NY,10016.0,US,12125323300.0,"{ ""Mon"": [[""16:00"", ""24:00""]], ""Tue"": [[""0:00"", ""1:00""], [""16:00"", ""24:00""]], ""Wed"": [[""0:00"", ""1:00""], [""16:00"", ""24:00""]], ""Thu"": [[""0:00"", ""1:00""], [""16:00"", ""24:00""]], ""Fri"": [[""0:00"", ""2:00""], [""16:00"", ""24:00""]], ""Sat"": [[""0:00"", ""2:30""], [""12:00"", ""24:00""]], ""Sun"": [[""0:00"", ""1:00""], [""12:00"", ""23:30""]] }","Bar or Pub,Cocktail Lounge,Late Night,Tapas",,,2019-07,POLYGON,"[""bubonyc.com""]",http://www.bubonyc.com
127,234-222@627-s8r-st9,,A La Mode Shoppe,,,,Restaurants and Other Eating Places,Snack and Nonalcoholic Beverage Bars,722515,40.757034,-73.964228,360 E 55th St,New York,NY,10022.0,US,19176393401.0,"{ ""Mon"": [], ""Tue"": [[""12:00"", ""20:00""]], ""Wed"": [[""12:00"", ""20:00""]], ""Thu"": [[""12:00"", ""20:00""]], ""Fri"": [[""12:00"", ""20:00""]], ""Sat"": [[""12:00"", ""20:00""]], ""Sun"": [[""12:00"", ""20:00""]] }","Event Planning,Ice Cream Shop",,,2019-07,POLYGON,"[""alamodeshoppe.com""]",http://www.alamodeshoppe.com
131,23v-222@627-wc9-qfz,,Sky Ting Yoga,,,,Other Amusement and Recreation Industries,Fitness and Recreational Sports Centers,713940,40.715366,-73.992657,17 Allen St Fl 7,New York,NY,10002.0,US,12122035786.0,"{ ""Mon"": [[""7:30"", ""21:00""]], ""Tue"": [[""7:30"", ""21:00""]], ""Wed"": [[""7:30"", ""21:00""]], ""Thu"": [[""7:30"", ""21:00""]], ""Fri"": [[""7:30"", ""21:00""]], ""Sat"": [[""11:00"", ""16:00""]], ""Sun"": [[""11:00"", ""20:30""]] }","Meditation,Yoga",,,2019-07,POLYGON,"[""skytingyoga.com""]",
133,zzw-229@627-s8h-vs5,,Eataly,SG_BRAND_75f169edc193d363,Eataly,,Restaurants and Other Eating Places,Full-Service Restaurants,722511,40.741972,-73.990055,200 5th Ave,New York,NY,10010.0,US,12122292560.0,"{ ""Mon"": [[""7:00"", ""23:00""]], ""Tue"": [[""7:00"", ""23:00""]], ""Wed"": [[""7:00"", ""23:00""]], ""Thu"": [[""7:00"", ""23:00""]], ""Fri"": [[""7:00"", ""23:00""]], ""Sat"": [[""7:00"", ""23:00""]], ""Sun"": [[""7:00"", ""23:00""]] }","Beverages,Cheese Shop,Italian Food,Meats,Noodles",,,2019-07,POLYGON,"[""eataly.com"",""cafecityguide.website""]",https://www.eataly.com/us_en/stores/nyc-flatiron
136,222-222@627-wc7-q75,,Vic's,,,,Restaurants and Other Eating Places,Full-Service Restaurants,722511,40.726876,-73.99324,31 Great Jones St,New York,NY,10012.0,US,12122535700.0,"{ ""Mon"": [[""17:00"", ""22:00""]], ""Tue"": [[""17:00"", ""23:00""]], ""Wed"": [[""17:00"", ""23:00""]], ""Thu"": [[""17:00"", ""23:00""]], ""Fri"": [[""17:00"", ""23:00""]], ""Sat"": [[""11:00"", ""15:00""], [""17:00"", ""23:00""]], ""Sun"": [[""11:00"", ""15:00""], [""17:00"", ""22:00""]] }","Gourmet,Italian Food,Pizza",,,2019-07,POLYGON,"[""vicsnewyork.com""]",http://vicsnewyork.com
137,226-227@627-wc2-389,22d-224@627-wbz-4qf,Leo's Bagels,,,,Restaurants and Other Eating Places,Snack and Nonalcoholic Beverage Bars,722515,40.704933,-74.009733,3 Hanover Sq,New York,NY,10004.0,US,12127854700.0,"{ ""Mon"": [[""6:00"", ""15:00""]], ""Tue"": [[""6:00"", ""15:00""]], ""Wed"": [[""6:00"", ""15:00""]], ""Thu"": [[""6:00"", ""15:00""]], ""Fri"": [[""6:00"", ""15:00""]], ""Sat"": [[""7:00"", ""16:00""]], ""Sun"": [[""7:00"", ""16:00""]] }","Bagel Shop,Brunch,Coffee Shop",,,2019-07,POLYGON,"[""leosbagelstogo.com"",""leosbagels.com""]",http://www.leosbagels.com
139,228-222@627-wc8-3nq,,Dogma,,,,Other Personal Services,Pet Care (except Veterinary) Services,812910,40.730234,-74.004468,21 7th Ave S,New York,NY,10014.0,US,12123664060.0,"{ ""Mon"": [[""8:00"", ""19:00""]], ""Tue"": [[""8:00"", ""19:00""]], ""Wed"": [[""8:00"", ""19:00""]], ""Thu"": [[""8:00"", ""19:00""]], ""Fri"": [[""8:00"", ""19:00""]], ""Sat"": [[""9:00"", ""17:00""]], ""Sun"": [[""9:00"", ""17:00""]] }","Dog Walker,Groomer,Pet Training",,,2019-07,POLYGON,"[""dogmanyc.com""]",http://www.dogmanyc.com
141,22d-222@627-s4n-vpv,,First On First Deli,,,,Restaurants and Other Eating Places,Limited-Service Restaurants,722513,40.780027,-73.946654,1756 1st Ave,New York,NY,10128.0,US,12125347120.0,"{ ""Mon"": [[""0:00"", ""1:00""], [""6:00"", ""24:00""]], ""Tue"": [[""0:00"", ""1:00""], [""6:00"", ""24:00""]], ""Wed"": [[""0:00"", ""1:00""], [""6:00"", ""24:00""]], ""Thu"": [[""0:00"", ""1:00""], [""6:00"", ""24:00""]], ""Fri"": [[""0:00"", ""1:00""], [""6:00"", ""24:00""]], ""Sat"": [[""0:00"", ""1:00""], [""6:00"", ""24:00""]], ""Sun"": [[""0:00"", ""1:00""], [""7:00"", ""24:00""]] }",Deli,,,2019-07,POLYGON,[],
143,224-223@627-s4m-4jv,,Panda Express,SG_BRAND_4a453a402f10c481d2fe4cefaa1d2b09,Panda Express,2792.0,Restaurants and Other Eating Places,Limited-Service Restaurants,722513,40.804548,-73.965988,2852 Broadway,New York,NY,10025.0,US,12126780139.0,"{ ""Mon"": [[""10:30"", ""22:00""]], ""Tue"": [[""10:30"", ""22:00""]], ""Wed"": [[""10:30"", ""22:00""]], ""Thu"": [[""10:30"", ""22:00""]], ""Fri"": [[""10:30"", ""22:00""]], ""Sat"": [[""10:30"", ""22:00""]], ""Sun"": [[""10:30"", ""22:00""]] }","Catering,Chinese Food,Counter Service,Dinner,Fast Food,Lunch",,,2019-07,POLYGON,"[""pandaexpress.com""]",https://www.pandaexpress.com/locations/ny/new-york/2852-broadway
144,225-222@627-s4k-mhq,285-222@627-s4k-mhq,Key Food,SG_BRAND_b718bb44f07c2ad4,Key Food,1584.0,Grocery Stores,Supermarkets and Other Grocery (except Convenience) Stores,445110,40.787542,-73.975463,530 Amsterdam Ave,New York,NY,10024.0,US,12127998600.0,"{ ""Mon"": [[""7:00"", ""21:45""]], ""Tue"": [[""7:00"", ""21:45""]], ""Wed"": [[""7:00"", ""21:45""]], ""Thu"": [[""7:00"", ""21:45""]], ""Fri"": [[""7:00"", ""21:45""]], ""Sat"": [[""8:00"", ""21:45""]], ""Sun"": [[""8:00"", ""21:45""]] }","Beverages,Discount Store,Healthy Food,Meats,Soup",,,2019-07,POLYGON,"[""keyfood.com"",""keyfoods.com""]",https://www.keyfood.com/store/store/1584
145,225-222@627-s8h-vs5,292-222@627-s8h-vs5,Patisserie Chanson,,,,Bakeries and Tortilla Manufacturing,Retail Bakeries,311811,40.741699,-73.990568,20 W 23rd St,New York,NY,10010.0,US,19294238880.0,"{ ""Mon"": [], ""Tue"": [[""8:00"", ""17:00""]], ""Wed"": [[""8:00"", ""17:00""]], ""Thu"": [[""8:00"", ""17:00""]], ""Fri"": [[""8:00"", ""17:00""]], ""Sat"": [[""9:00"", ""17:00""]], ""Sun"": [[""9:00"", ""17:00""]] }","Bakery,Brunch,Dessert",,,2019-07,POLYGON,"[""patisseriechanson.com""]",https://www.patisseriechanson.com
147,22b-222@627-wc8-2rk,,The Musket Room,,,,Drinking Places (Alcoholic Beverages),Drinking Places (Alcoholic Beverages),722410,40.723949,-73.993898,265 Elizabeth St,New York,NY,10012.0,US,12122190764.0,"{ ""Mon"": [], ""Tue"": [[""17:00"", ""23:00""]], ""Wed"": [[""17:00"", ""23:00""]], ""Thu"": [[""17:00"", ""23:00""]], ""Fri"": [[""17:00"", ""23:00""]], ""Sat"": [[""17:00"", ""23:00""]], ""Sun"": [] }","American Food,Bar or Pub,Cocktail Lounge,Fine Dining,Late Night,Wine Bar",,,2019-07,POLYGON,"[""musketroom.com"",""themusketroom.com""]",http://www.musketroom.com
150,22q-223@627-s8j-bx5,,Jun Men Ramen Bar,,,,Restaurants and Other Eating Places,Full-Service Restaurants,722511,40.748093,-74.000481,249 9th Ave,New York,NY,10001.0,US,16468526787.0,"{ ""Mon"": [[""17:00"", ""22:00""]], ""Tue"": [[""17:00"", ""22:00""]], ""Wed"": [[""17:00"", ""22:00""]], ""Thu"": [[""17:00"", ""22:00""]], ""Fri"": [[""17:00"", ""22:00""]], ""Sat"": [[""11:30"", ""15:00""], [""17:00"", ""22:00""]], ""Sun"": [[""11:30"", ""15:00""], [""17:00"", ""22:00""]] }",Japanese Food,,,2019-07,POLYGON,"[""junmenramen.com""]",http://www.junmenramen.com
153,22v-222@627-s8j-y7q,,Nordstrom Rack,SG_BRAND_f8828b5b30d5d492d1517b87aec09f96,Nordstrom Rack,9398453.0,Clothing Stores,Family Clothing Stores,448140,40.747666,-73.989613,865 Avenue of the Americas,New York,NY,10001.0,US,16468615440.0,"{ ""Mon"": [[""10:00"", ""21:00""]], ""Tue"": [[""10:00"", ""21:00""]], ""Wed"": [[""10:00"", ""21:00""]], ""Thu"": [[""10:00"", ""21:00""]], ""Fri"": [[""10:00"", ""21:00""]], ""Sat"": [[""10:00"", ""21:00""]], ""Sun"": [[""11:00"", ""19:00""]] }","Accessories,Children's Clothing,Home Decor,Men's Clothing,Women's Clothing",,,2019-07,POLYGON,"[""nordstrom.com"",""nordstromrack.com""]",https://stores.nordstromrack.com/us/ny/new-york/865-avenue-of-the-americas
154,232-225@627-s4m-x5z,,J Crew Collection,SG_BRAND_607ff0ea5b20110e1bfa15a23857eec0,J.Crew,731.0,Clothing Stores,Family Clothing Stores,448140,40.77644,-73.961829,1035 Madison Ave,New York,NY,10075.0,US,13323343487.0,"{ ""Mon"": [[""10:00"", ""19:00""]], ""Tue"": [[""10:00"", ""19:00""]], ""Wed"": [[""10:00"", ""19:00""]], ""Thu"": [[""10:00"", ""19:00""]], ""Fri"": [[""10:00"", ""19:00""]], ""Sat"": [[""10:00"", ""19:00""]], ""Sun"": [[""11:00"", ""18:00""]] }","Accessories,Children's Clothing,Men's Clothing,Swimwear,Women's Clothing",,,2019-07,POLYGON,"[""jcrew.com""]",https://stores.jcrew.com/us/ny/new-york/1035-madison-ave
156,23q-222@627-s4n-ct9,,Gristedes,SG_BRAND_2d6c71821cb1cb826553dd9503d4eb20,Gristedes,511.0,Grocery Stores,Supermarkets and Other Grocery (except Convenience) Stores,445110,40.785511,-73.973141,504 Columbus Ave # 84,New York,NY,10024.0,US,12127213077.0,"{ ""Mon"": [[""7:00"", ""22:00""]], ""Tue"": [[""7:00"", ""22:00""]], ""Wed"": [[""7:00"", ""22:00""]], ""Thu"": [[""7:00"", ""22:00""]], ""Fri"": [[""7:00"", ""22:00""]], ""Sat"": [[""7:00"", ""22:00""]], ""Sun"": [[""7:00"", ""22:00""]] }","Bakery,Beverages,Discount Store,Healthy Food,Meats",,,2019-07,POLYGON,"[""gristedes.com"",""gristedessupermarkets.com""]",
157,226-222@627-s4n-qxq,,The UPS Store,SG_BRAND_d100d4d8528c773aac249aa76b9eed07,The UPS Store,6764.0,Couriers and Express Delivery Services,Couriers and Express Delivery Services,492110,40.787711,-73.954041,1392 Madison Ave,New York,NY,10029.0,US,12123004729.0,"{ ""Mon"": [[""8:30"", ""19:00""]], ""Tue"": [[""8:30"", ""19:00""]], ""Wed"": [[""8:30"", ""19:00""]], ""Thu"": [[""8:30"", ""19:00""]], ""Fri"": [[""8:30"", ""19:00""]], ""Sat"": [[""10:00"", ""17:00""]], ""Sun"": [] }","Copy Shop,Mail Boxes,Packing Services,Packing Supplies",,,2019-07,POLYGON,"[""theupsstore.com""]",https://locations.theupsstore.com/ny/new-york/1392-madison-ave
161,22h-222@627-s8h-wrk,,Atoboy,,,,Restaurants and Other Eating Places,Full-Service Restaurants,722511,40.743627,-73.984556,43 E 28th St,New York,NY,10016.0,US,16464767217.0,"{ ""Mon"": [[""17:00"", ""21:00""]], ""Tue"": [[""17:00"", ""21:00""]], ""Wed"": [[""17:00"", ""21:00""]], ""Thu"": [[""17:00"", ""21:00""]], ""Fri"": [[""17:00"", ""22:00""]], ""Sat"": [[""17:00"", ""22:00""]], ""Sun"": [[""17:00"", ""21:00""]] }","Asian Food,Fine Dining,Korean Food,Tapas",,,2019-07,POLYGON,"[""atoboynyc.com""]",http://atoboynyc.com
162,22h-225@627-s4t-bhq,22h-22f@627-s4t-bhq,Blink Fitness,SG_BRAND_10299982b2ff662abed058f75f3cc3a5,Blink Fitness,,Other Amusement and Recreation Industries,Fitness and Recreational Sports Centers,713940,40.810427,-73.951401,301 W 125th St,New York,NY,10027.0,US,16462539700.0,"{ ""Mon"": [[""5:00"", ""23:00""]], ""Tue"": [[""5:00"", ""23:00""]], ""Wed"": [[""5:00"", ""23:00""]], ""Thu"": [[""5:00"", ""23:00""]], ""Fri"": [[""5:00"", ""22:00""]], ""Sat"": [[""7:00"", ""19:00""]], ""Sun"": [[""7:00"", ""19:00""]] }","Fitness Equipment,Health Coach,Interval Training",,,2019-07,POLYGON,"[""blinkfitness.com"",""smart.link""]",https://locations.blinkfitness.com/ny/new-york/301-w.-125th-street
164,237-222@627-wc7-tqf,,Solas,,,,Drinking Places (Alcoholic Beverages),Drinking Places (Alcoholic Beverages),722410,40.729412,-73.988049,232 E 9th St,New York,NY,10003.0,US,12123750297.0,"{ ""Mon"": [[""0:00"", ""4:00""], [""16:00"", ""24:00""]], ""Tue"": [[""0:00"", ""4:00""], [""16:00"", ""24:00""]], ""Wed"": [[""0:00"", ""4:00""], [""16:00"", ""24:00""]], ""Thu"": [[""0:00"", ""4:00""], [""16:00"", ""24:00""]], ""Fri"": [[""0:00"", ""4:00""], [""16:00"", ""24:00""]], ""Sat"": [[""0:00"", ""4:00""], [""16:00"", ""24:00""]], ""Sun"": [[""0:00"", ""4:00""], [""16:00"", ""24:00""]] }","Bar or Pub,Cocktail Lounge,Dance Club,Late Night",,,2019-07,POLYGON,"[""solasbar.com""]",
